timestamp,cluster_id,namespace,pod_name,cpu_requested,cpu_actual_peak,memory_requested,memory_actual_peak
2024-01-19,cluster-prod-1,ml-pipeline,ml-pod-3,2.0,0.422,0.5,0.139
2024-01-19,cluster-dev-1,data-ingestion,ingest-pod-1,1.5,1.005,4.0,2.693
2024-01-19,cluster-dev-1,data-ingestion,ingest-pod-2,1.5,0.615,0.5,0.213
2024-01-19,cluster-dev-1,dev-testing,dev-pod-1,4.0,0.878,1.0,0.539
2024-01-19,cluster-prod-1,dev-testing,dev-pod-2,0.5,0.286,1.0,0.283
2024-01-19,cluster-dev-1,dev-testing,dev-pod-3,4.0,2.701,8.0,6.237
2024-01-19,cluster-prod-1,staging,stage-pod-1,0.5,0.278,0.5,0.189
2024-01-19,cluster-prod-1,staging,stage-pod-2,2.0,1.238,4.0,3.199
2024-01-19,cluster-dev-1,logging,log-pod-1,4.0,1.797,4.0,2.878
2024-01-19,cluster-dev-1,logging,log-pod-2,1.0,0.531,2.0,0.844
2024-01-19,cluster-dev-1,monitoring,monitor-pod-1,0.5,0.131,8.0,5.546
2024-01-19,cluster-prod-2,monitoring,monitor-pod-2,1.0,0.277,0.5,0.361
2024-01-20,cluster-prod-1,payment-service,pay-pod-1,0.5,0.314,8.0,1.773
2024-01-20,cluster-prod-1,payment-service,pay-pod-2,2.0,1.186,4.0,3.139
2024-01-20,cluster-dev-1,payment-service,pay-pod-3,2.0,1.156,0.5,0.367
2024-01-20,cluster-prod-2,user-auth,auth-pod-1,1.5,0.825,0.5,0.133
2024-01-20,cluster-prod-1,user-auth,auth-pod-2,4.0,1.242,8.0,4.903
2024-01-20,cluster-prod-2,product-catalog,catalog-pod-1,4.0,2.787,1.0,0.212
2024-01-20,cluster-prod-1,product-catalog,catalog-pod-2,1.0,0.169,2.0,0.885
2024-01-20,cluster-prod-2,product-catalog,catalog-pod-3,2.0,1.014,8.0,3.828
2024-01-20,cluster-dev-1,order-management,order-pod-1,2.0,0.777,0.5,0.194
2024-01-20,cluster-prod-2,order-management,order-pod-2,0.5,0.231,1.0,0.714
2024-01-20,cluster-prod-2,inventory,inv-pod-1,4.0,0.783,0.5,0.136
2024-01-20,cluster-prod-1,inventory,inv-pod-2,4.0,1.42,1.0,0.334
2024-01-20,cluster-prod-1,inventory,inv-pod-3,2.0,0.302,2.0,1.196
2024-01-20,cluster-prod-1,notification-service,notif-pod-1,2.0,1.316,0.5,0.264
2024-01-20,cluster-dev-1,notification-service,notif-pod-2,0.5,0.162,8.0,3.51
2024-01-20,cluster-prod-1,analytics,analytics-pod-1,4.0,1.148,1.0,0.562
2024-01-20,cluster-prod-1,analytics,analytics-pod-2,2.0,0.869,1.0,0.549
2024-01-20,cluster-dev-1,reporting,report-pod-1,4.0,1.874,4.0,2.107
2024-01-20,cluster-dev-1,reporting,report-pod-2,2.0,1.232,0.5,0.168
2024-01-20,cluster-prod-1,ml-pipeline,ml-pod-1,1.0,0.688,0.5,0.334
2024-01-20,cluster-dev-1,ml-pipeline,ml-pod-2,1.5,0.357,8.0,4.131
2024-01-20,cluster-prod-2,ml-pipeline,ml-pod-3,2.0,1.071,0.5,0.204
2024-01-20,cluster-prod-2,data-ingestion,ingest-pod-1,2.0,0.947,0.5,0.307
2024-01-20,cluster-dev-1,data-ingestion,ingest-pod-2,0.5,0.354,4.0,2.314
2024-01-20,cluster-prod-1,dev-testing,dev-pod-1,0.5,0.362,2.0,1.313
2024-01-20,cluster-prod-2,dev-testing,dev-pod-2,1.0,0.558,8.0,4.58
2024-01-20,cluster-dev-1,dev-testing,dev-pod-3,1.0,0.478,8.0,3.801
2024-01-20,cluster-prod-1,staging,stage-pod-1,4.0,1.755,8.0,1.84
2024-01-20,cluster-dev-1,staging,stage-pod-2,0.5,0.369,8.0,4.131
2024-01-20,cluster-dev-1,logging,log-pod-1,2.0,1.091,0.5,0.159
2024-01-20,cluster-prod-1,logging,log-pod-2,2.0,1.494,2.0,1.577
2024-01-20,cluster-dev-1,monitoring,monitor-pod-1,2.0,0.611,0.5,0.376
2024-01-20,cluster-prod-1,monitoring,monitor-pod-2,1.0,0.739,4.0,2.791
2024-01-21,cluster-prod-1,payment-service,pay-pod-1,1.5,0.545,0.5,0.388
2024-01-21,cluster-prod-2,payment-service,pay-pod-2,1.0,0.73,8.0,5.7
2024-01-21,cluster-prod-1,payment-service,pay-pod-3,2.0,0.597,0.5,0.237
2024-01-21,cluster-prod-2,user-auth,auth-pod-1,1.5,1.089,1.0,0.663
2024-01-21,cluster-prod-2,user-auth,auth-pod-2,2.0,0.315,1.0,0.671
2024-01-21,cluster-prod-2,product-catalog,catalog-pod-1,1.5,0.266,1.0,0.393
2024-01-21,cluster-dev-1,product-catalog,catalog-pod-2,1.5,0.453,2.0,0.435
2024-01-21,cluster-prod-2,product-catalog,catalog-pod-3,2.0,1.095,1.0,0.741
2024-01-21,cluster-prod-1,order-management,order-pod-1,1.5,1.084,0.5,0.113
2024-01-21,cluster-dev-1,order-management,order-pod-2,0.5,0.266,4.0,2.61
2024-01-21,cluster-prod-1,inventory,inv-pod-1,1.5,1.081,2.0,0.731
2024-01-21,cluster-dev-1,inventory,inv-pod-2,1.0,0.745,8.0,4.308
2024-01-21,cluster-prod-2,inventory,inv-pod-3,1.0,0.544,1.0,0.741
2024-01-21,cluster-prod-1,notification-service,notif-pod-1,4.0,2.938,1.0,0.704
2024-01-21,cluster-prod-2,notification-service,notif-pod-2,0.5,0.144,0.5,0.153
2024-01-21,cluster-dev-1,analytics,analytics-pod-1,4.0,1.14,4.0,2.196
2024-01-21,cluster-dev-1,analytics,analytics-pod-2,1.5,0.61,4.0,2.621
2024-01-21,cluster-prod-1,reporting,report-pod-1,4.0,1.447,1.0,0.736
2024-01-21,cluster-prod-1,reporting,report-pod-2,2.0,1.288,4.0,1.994
2024-01-21,cluster-prod-2,ml-pipeline,ml-pod-1,4.0,1.213,2.0,1.113
2024-01-21,cluster-dev-1,ml-pipeline,ml-pod-2,2.0,1.063,2.0,0.483
2024-01-21,cluster-dev-1,ml-pipeline,ml-pod-3,1.5,0.681,2.0,0.514
2024-01-21,cluster-prod-2,data-ingestion,ingest-pod-1,4.0,2.344,8.0,5.301
2024-01-21,cluster-prod-1,data-ingestion,ingest-pod-2,2.0,0.482,0.5,0.239
2024-01-21,cluster-prod-1,dev-testing,dev-pod-1,2.0,0.81,8.0,3.481
2024-01-21,cluster-prod-2,dev-testing,dev-pod-2,0.5,0.075,0.5,0.118
2024-01-21,cluster-dev-1,dev-testing,dev-pod-3,4.0,2.336,8.0,3.059
2024-01-21,cluster-prod-2,staging,stage-pod-1,1.5,0.272,4.0,3.12
2024-01-21,cluster-dev-1,staging,stage-pod-2,1.5,0.822,0.5,0.355
2024-01-21,cluster-dev-1,logging,log-pod-1,1.0,0.332,8.0,5.021
2024-01-21,cluster-dev-1,logging,log-pod-2,1.5,0.388,2.0,1.599
2024-01-21,cluster-dev-1,monitoring,monitor-pod-1,4.0,1.902,0.5,0.214
2024-01-21,cluster-prod-2,monitoring,monitor-pod-2,1.0,0.576,2.0,0.723
2024-01-22,cluster-prod-1,payment-service,pay-pod-1,0.5,0.156,1.0,0.489
2024-01-22,cluster-prod-1,payment-service,pay-pod-2,2.0,1.439,0.5,0.139
2024-01-22,cluster-prod-1,payment-service,pay-pod-3,0.5,0.229,0.5,0.152
2024-01-22,cluster-dev-1,user-auth,auth-pod-1,0.5,0.21,1.0,0.618
2024-01-22,cluster-prod-2,user-auth,auth-pod-2,1.5,0.948,1.0,0.637
2024-01-22,cluster-prod-1,product-catalog,catalog-pod-1,0.5,0.157,2.0,0.462
2024-01-22,cluster-dev-1,product-catalog,catalog-pod-2,4.0,1.112,4.0,3.148
2024-01-22,cluster-prod-1,product-catalog,catalog-pod-3,0.5,0.285,4.0,2.411
2024-01-22,cluster-prod-2,order-management,order-pod-1,0.5,0.169,1.0,0.298
2024-01-22,cluster-prod-2,order-management,order-pod-2,0.5,0.083,4.0,1.099
2024-01-22,cluster-dev-1,inventory,inv-pod-1,1.0,0.52,1.0,0.463
2024-01-22,cluster-dev-1,inventory,inv-pod-2,4.0,2.561,0.5,0.26
2024-01-22,cluster-prod-1,inventory,inv-pod-3,4.0,1.812,2.0,0.979
2024-01-22,cluster-prod-1,notification-service,notif-pod-1,1.5,1.082,2.0,1.455
2024-01-22,cluster-prod-2,notification-service,notif-pod-2,2.0,1.113,4.0,1.496
2024-01-22,cluster-dev-1,analytics,analytics-pod-1,1.5,0.676,2.0,1.421
2024-01-22,cluster-prod-1,analytics,analytics-pod-2,1.5,0.79,4.0,2.418
2024-01-22,cluster-dev-1,reporting,report-pod-1,0.5,0.081,8.0,3.073
2024-01-22,cluster-prod-2,reporting,report-pod-2,2.0,1.046,0.5,0.229
2024-01-22,cluster-prod-2,ml-pipeline,ml-pod-1,4.0,0.764,2.0,0.827
2024-01-22,cluster-prod-2,ml-pipeline,ml-pod-2,0.5,0.281,8.0,1.946
2024-01-22,cluster-dev-1,ml-pipeline,ml-pod-3,2.0,1.478,4.0,2.412
2024-01-22,cluster-prod-1,data-ingestion,ingest-pod-1,1.5,0.932,8.0,2.087
2024-01-22,cluster-prod-2,data-ingestion,ingest-pod-2,1.0,0.715,0.5,0.394
2024-01-22,cluster-prod-1,dev-testing,dev-pod-1,4.0,2.945,1.0,0.782
2024-01-22,cluster-prod-1,dev-testing,dev-pod-2,2.0,0.784,8.0,2.511
2024-01-22,cluster-dev-1,dev-testing,dev-pod-3,0.5,0.179,4.0,0.978
2024-01-22,cluster-prod-2,staging,stage-pod-1,1.0,0.46,2.0,0.722
2024-01-22,cluster-prod-2,staging,stage-pod-2,1.0,0.512,2.0,0.491
2024-01-22,cluster-dev-1,logging,log-pod-1,2.0,0.657,4.0,2.238
2024-01-22,cluster-prod-2,logging,log-pod-2,1.0,0.31,1.0,0.622
2024-01-22,cluster-prod-2,monitoring,monitor-pod-1,1.5,0.833,0.5,0.302
2024-01-22,cluster-prod-1,monitoring,monitor-pod-2,0.5,0.233,2.0,1.117
2024-01-23,cluster-prod-1,payment-service,pay-pod-1,2.0,1.436,1.0,0.469
2024-01-23,cluster-prod-2,payment-service,pay-pod-2,1.5,0.888,8.0,2.573
2024-01-23,cluster-prod-1,payment-service,pay-pod-3,2.0,1.141,0.5,0.115
2024-01-23,cluster-dev-1,user-auth,auth-pod-1,0.5,0.191,0.5,0.263
2024-01-23,cluster-prod-2,user-auth,auth-pod-2,0.5,0.141,0.5,0.352
2024-01-23,cluster-dev-1,product-catalog,catalog-pod-1,0.5,0.224,2.0,0.92
2024-01-23,cluster-dev-1,product-catalog,catalog-pod-2,2.0,1.198,0.5,0.23
2024-01-23,cluster-dev-1,product-catalog,catalog-pod-3,2.0,0.821,0.5,0.232
2024-01-23,cluster-prod-2,order-management,order-pod-1,2.0,1.036,0.5,0.301
2024-01-23,cluster-dev-1,order-management,order-pod-2,2.0,0.545,0.5,0.346
2024-01-23,cluster-prod-1,inventory,inv-pod-1,2.0,0.316,0.5,0.164
2024-01-23,cluster-dev-1,inventory,inv-pod-2,1.5,0.448,2.0,0.951
2024-01-23,cluster-dev-1,inventory,inv-pod-3,1.0,0.508,1.0,0.423
2024-01-23,cluster-dev-1,notification-service,notif-pod-1,1.0,0.681,2.0,0.992
2024-01-23,cluster-prod-1,notification-service,notif-pod-2,4.0,2.488,2.0,1.14
2024-01-23,cluster-prod-1,analytics,analytics-pod-1,1.5,0.694,2.0,1.325
2024-01-23,cluster-prod-1,analytics,analytics-pod-2,0.5,0.137,2.0,1.046
2024-01-23,cluster-dev-1,reporting,report-pod-1,2.0,0.742,8.0,4.799
2024-01-23,cluster-prod-2,reporting,report-pod-2,4.0,1.587,1.0,0.349
2024-01-23,cluster-prod-1,ml-pipeline,ml-pod-1,1.0,0.45,1.0,0.59
2024-01-23,cluster-prod-1,ml-pipeline,ml-pod-2,2.0,0.803,2.0,1.119
2024-01-23,cluster-dev-1,ml-pipeline,ml-pod-3,2.0,1.008,8.0,3.854
2024-01-23,cluster-prod-2,data-ingestion,ingest-pod-1,0.5,0.304,1.0,0.445
2024-01-23,cluster-prod-1,data-ingestion,ingest-pod-2,4.0,0.985,8.0,5.375
2024-01-23,cluster-dev-1,dev-testing,dev-pod-1,1.0,0.679,8.0,5.567
2024-01-23,cluster-dev-1,dev-testing,dev-pod-2,1.5,0.95,0.5,0.193
2024-01-23,cluster-prod-2,dev-testing,dev-pod-3,1.0,0.471,8.0,5.164
2024-01-23,cluster-dev-1,staging,stage-pod-1,2.0,1.347,8.0,3.077
2024-01-23,cluster-prod-2,staging,stage-pod-2,4.0,1.384,1.0,0.424
2024-01-23,cluster-dev-1,logging,log-pod-1,0.5,0.171,8.0,3.485
2024-01-23,cluster-prod-2,logging,log-pod-2,4.0,1.808,0.5,0.358
2024-01-23,cluster-dev-1,monitoring,monitor-pod-1,0.5,0.178,2.0,0.897
2024-01-23,cluster-prod-2,monitoring,monitor-pod-2,0.5,0.123,8.0,3.573
2024-01-24,cluster-prod-1,payment-service,pay-pod-1,2.0,0.576,8.0,2.393
2024-01-24,cluster-prod-2,payment-service,pay-pod-2,1.0,0.469,4.0,2.036
2024-01-24,cluster-dev-1,payment-service,pay-pod-3,0.5,0.179,2.0,1.279
2024-01-24,cluster-prod-2,user-auth,auth-pod-1,1.0,0.363,4.0,2.197
2024-01-24,cluster-dev-1,user-auth,auth-pod-2,0.5,0.139,2.0,0.694
2024-01-24,cluster-dev-1,product-catalog,catalog-pod-1,1.5,0.527,4.0,2.173
2024-01-24,cluster-dev-1,product-catalog,catalog-pod-2,4.0,1.595,0.5,0.229
2024-01-24,cluster-prod-2,product-catalog,catalog-pod-3,1.5,0.852,1.0,0.303
2024-01-24,cluster-dev-1,order-management,order-pod-1,1.0,0.397,0.5,0.289
2024-01-24,cluster-prod-1,order-management,order-pod-2,4.0,2.272,8.0,2.163
2024-01-24,cluster-prod-1,inventory,inv-pod-1,1.0,0.457,8.0,3.481
2024-01-24,cluster-prod-1,inventory,inv-pod-2,1.5,0.409,0.5,0.385
2024-01-24,cluster-prod-1,inventory,inv-pod-3,0.5,0.258,2.0,0.483
2024-01-24,cluster-prod-2,notification-service,notif-pod-1,1.5,0.73,8.0,2.665
2024-01-24,cluster-prod-1,notification-service,notif-pod-2,2.0,1.358,4.0,2.473
2024-01-24,cluster-dev-1,analytics,analytics-pod-1,4.0,2.571,0.5,0.246
2024-01-24,cluster-prod-2,analytics,analytics-pod-2,0.5,0.234,8.0,2.481
2024-01-24,cluster-prod-2,reporting,report-pod-1,0.5,0.34,2.0,0.416
2024-01-24,cluster-prod-2,reporting,report-pod-2,0.5,0.316,2.0,0.737
2024-01-24,cluster-prod-1,ml-pipeline,ml-pod-1,2.0,0.518,4.0,2.835
2024-01-24,cluster-prod-2,ml-pipeline,ml-pod-2,0.5,0.097,1.0,0.508
2024-01-24,cluster-dev-1,ml-pipeline,ml-pod-3,2.0,1.497,2.0,0.451
2024-01-24,cluster-dev-1,data-ingestion,ingest-pod-1,1.5,0.288,2.0,1.248
2024-01-24,cluster-dev-1,data-ingestion,ingest-pod-2,2.0,1.167,1.0,0.41
2024-01-24,cluster-dev-1,dev-testing,dev-pod-1,1.5,0.973,0.5,0.212
2024-01-24,cluster-prod-1,dev-testing,dev-pod-2,2.0,0.414,0.5,0.274
2024-01-24,cluster-prod-2,dev-testing,dev-pod-3,1.0,0.479,8.0,3.281
2024-01-24,cluster-prod-1,staging,stage-pod-1,2.0,0.468,8.0,2.595
2024-01-24,cluster-prod-2,staging,stage-pod-2,1.5,0.378,0.5,0.204
2024-01-24,cluster-prod-2,logging,log-pod-1,4.0,0.981,2.0,0.92
2024-01-24,cluster-prod-2,logging,log-pod-2,2.0,1.323,8.0,4.635
2024-01-24,cluster-dev-1,monitoring,monitor-pod-1,2.0,0.869,8.0,5.021
2024-01-24,cluster-prod-2,monitoring,monitor-pod-2,0.5,0.147,2.0,1.434
2024-01-25,cluster-prod-1,payment-service,pay-pod-1,2.0,1.169,2.0,0.626
2024-01-25,cluster-dev-1,payment-service,pay-pod-2,1.0,0.568,4.0,1.865
2024-01-25,cluster-prod-2,payment-service,pay-pod-3,1.0,0.725,0.5,0.182
2024-01-25,cluster-prod-1,user-auth,auth-pod-1,0.5,0.154,2.0,1.164
2024-01-25,cluster-prod-1,user-auth,auth-pod-2,4.0,2.582,8.0,4.934
2024-01-25,cluster-dev-1,product-catalog,catalog-pod-1,1.5,0.761,1.0,0.597
2024-01-25,cluster-prod-1,product-catalog,catalog-pod-2,2.0,0.854,4.0,2.657
2024-01-25,cluster-prod-2,product-catalog,catalog-pod-3,2.0,0.561,8.0,2.846
2024-01-25,cluster-prod-2,order-management,order-pod-1,4.0,2.71,2.0,1.389
2024-01-25,cluster-dev-1,order-management,order-pod-2,1.0,0.62,0.5,0.369
2024-01-25,cluster-prod-2,inventory,inv-pod-1,4.0,1.647,8.0,5.562
2024-01-25,cluster-dev-1,inventory,inv-pod-2,1.5,0.956,8.0,1.923
2024-01-25,cluster-prod-1,inventory,inv-pod-3,2.0,1.384,8.0,5.191
2024-01-25,cluster-dev-1,notification-service,notif-pod-1,1.0,0.153,2.0,0.69
2024-01-25,cluster-dev-1,notification-service,notif-pod-2,4.0,1.363,2.0,0.427
2024-01-25,cluster-prod-1,analytics,analytics-pod-1,4.0,2.481,2.0,0.416
2024-01-25,cluster-dev-1,analytics,analytics-pod-2,1.5,0.239,1.0,0.624
2024-01-25,cluster-prod-1,reporting,report-pod-1,1.5,0.23,2.0,1.15
2024-01-25,cluster-prod-1,reporting,report-pod-2,4.0,2.009,0.5,0.121
2024-01-25,cluster-prod-1,ml-pipeline,ml-pod-1,1.5,0.623,1.0,0.283
2024-01-25,cluster-dev-1,ml-pipeline,ml-pod-2,2.0,0.983,2.0,1.515
2024-01-25,cluster-prod-1,ml-pipeline,ml-pod-3,2.0,0.933,2.0,0.963
2024-01-25,cluster-prod-2,data-ingestion,ingest-pod-1,2.0,0.893,0.5,0.238
2024-01-25,cluster-dev-1,data-ingestion,ingest-pod-2,0.5,0.226,2.0,1.399
2024-01-25,cluster-prod-1,dev-testing,dev-pod-1,1.0,0.216,2.0,0.601
2024-01-25,cluster-prod-2,dev-testing,dev-pod-2,0.5,0.268,0.5,0.295
2024-01-25,cluster-prod-2,dev-testing,dev-pod-3,1.5,0.898,4.0,1.793
2024-01-25,cluster-prod-2,staging,stage-pod-1,1.0,0.551,8.0,6.154
2024-01-25,cluster-dev-1,staging,stage-pod-2,2.0,1.122,0.5,0.283
2024-01-25,cluster-dev-1,logging,log-pod-1,2.0,0.846,4.0,3.106
2024-01-25,cluster-prod-1,logging,log-pod-2,2.0,0.886,8.0,2.338
2024-01-25,cluster-dev-1,monitoring,monitor-pod-1,0.5,0.158,4.0,0.989
2024-01-25,cluster-prod-2,monitoring,monitor-pod-2,2.0,0.726,4.0,0.876
2024-01-26,cluster-prod-2,payment-service,pay-pod-1,0.5,0.257,4.0,1.391
2024-01-26,cluster-dev-1,payment-service,pay-pod-2,1.5,0.415,8.0,6.286
2024-01-26,cluster-prod-1,payment-service,pay-pod-3,4.0,2.52,0.5,0.399
2024-01-26,cluster-dev-1,user-auth,auth-pod-1,1.0,0.565,0.5,0.24
2024-01-26,cluster-prod-1,user-auth,auth-pod-2,4.0,0.75,4.0,1.634
2024-01-26,cluster-dev-1,product-catalog,catalog-pod-1,2.0,1.28,1.0,0.763
2024-01-26,cluster-dev-1,product-catalog,catalog-pod-2,1.5,0.935,4.0,1.203
2024-01-26,cluster-dev-1,product-catalog,catalog-pod-3,2.0,0.366,1.0,0.245
2024-01-26,cluster-dev-1,order-management,order-pod-1,4.0,1.872,8.0,5.245
2024-01-26,cluster-prod-2,order-management,order-pod-2,1.5,0.519,8.0,2.716
2024-01-26,cluster-prod-1,inventory,inv-pod-1,2.0,0.726,8.0,3.052
2024-01-26,cluster-dev-1,inventory,inv-pod-2,1.0,0.635,1.0,0.406
2024-01-26,cluster-prod-2,inventory,inv-pod-3,1.0,0.648,2.0,1.076
2024-01-26,cluster-prod-2,notification-service,notif-pod-1,4.0,1.748,1.0,0.503
2024-01-26,cluster-prod-1,notification-service,notif-pod-2,1.5,0.228,4.0,1.971
2024-01-26,cluster-prod-2,analytics,analytics-pod-1,0.5,0.213,1.0,0.693
2024-01-26,cluster-prod-1,analytics,analytics-pod-2,4.0,1.605,0.5,0.157
2024-01-26,cluster-dev-1,reporting,report-pod-1,1.0,0.55,0.5,0.359
2024-01-26,cluster-prod-2,reporting,report-pod-2,4.0,2.975,0.5,0.382
2024-01-26,cluster-dev-1,ml-pipeline,ml-pod-1,1.5,0.695,8.0,5.16
2024-01-26,cluster-prod-1,ml-pipeline,ml-pod-2,2.0,0.88,2.0,1.19
2024-01-26,cluster-prod-2,ml-pipeline,ml-pod-3,1.5,0.945,4.0,1.799
2024-01-26,cluster-dev-1,data-ingestion,ingest-pod-1,4.0,2.736,0.5,0.153
2024-01-26,cluster-prod-2,data-ingestion,ingest-pod-2,4.0,1.99,1.0,0.722
2024-01-26,cluster-dev-1,dev-testing,dev-pod-1,2.0,1.464,0.5,0.322
2024-01-26,cluster-prod-1,dev-testing,dev-pod-2,2.0,0.498,2.0,0.662
2024-01-26,cluster-dev-1,dev-testing,dev-pod-3,1.0,0.692,8.0,4.368
2024-01-26,cluster-dev-1,staging,stage-pod-1,0.5,0.311,2.0,1.527
2024-01-26,cluster-prod-2,staging,stage-pod-2,2.0,0.968,8.0,5.42
2024-01-26,cluster-prod-1,logging,log-pod-1,2.0,1.107,0.5,0.176
2024-01-26,cluster-dev-1,logging,log-pod-2,1.0,0.463,4.0,0.802
2024-01-26,cluster-prod-1,monitoring,monitor-pod-1,1.0,0.626,4.0,1.704
2024-01-26,cluster-prod-2,monitoring,monitor-pod-2,2.0,0.85,8.0,2.05
2024-01-27,cluster-dev-1,payment-service,pay-pod-1,1.0,0.719,2.0,0.686
2024-01-27,cluster-prod-1,payment-service,pay-pod-2,4.0,1.723,0.5,0.332
2024-01-27,cluster-prod-1,payment-service,pay-pod-3,1.0,0.606,0.5,0.311
2024-01-27,cluster-prod-1,user-auth,auth-pod-1,1.0,0.389,1.0,0.302
2024-01-27,cluster-dev-1,user-auth,auth-pod-2,4.0,0.709,0.5,0.253
2024-01-27,cluster-dev-1,product-catalog,catalog-pod-1,0.5,0.215,4.0,2.003
2024-01-27,cluster-prod-2,product-catalog,catalog-pod-2,2.0,0.634,0.5,0.231
2024-01-27,cluster-prod-1,product-catalog,catalog-pod-3,0.5,0.314,2.0,0.939
2024-01-27,cluster-dev-1,order-management,order-pod-1,2.0,1.17,0.5,0.282
2024-01-27,cluster-dev-1,order-management,order-pod-2,2.0,0.756,1.0,0.435
2024-01-27,cluster-prod-1,inventory,inv-pod-1,1.5,0.811,0.5,0.171
2024-01-27,cluster-prod-1,inventory,inv-pod-2,4.0,1.958,1.0,0.391
2024-01-27,cluster-dev-1,inventory,inv-pod-3,1.5,0.697,0.5,0.185
2024-01-27,cluster-dev-1,notification-service,notif-pod-1,1.5,0.488,8.0,6.215
2024-01-27,cluster-dev-1,notification-service,notif-pod-2,1.5,0.798,2.0,1.134
2024-01-27,cluster-prod-2,analytics,analytics-pod-1,2.0,1.318,8.0,5.847
2024-01-27,cluster-prod-2,analytics,analytics-pod-2,1.0,0.698,4.0,3.112
2024-01-27,cluster-prod-2,reporting,report-pod-1,0.5,0.287,4.0,3.176
2024-01-27,cluster-prod-2,reporting,report-pod-2,2.0,0.708,2.0,1.419
2024-01-27,cluster-prod-2,ml-pipeline,ml-pod-1,1.0,0.745,0.5,0.381
2024-01-27,cluster-dev-1,ml-pipeline,ml-pod-2,2.0,0.538,2.0,0.511
2024-01-27,cluster-prod-2,ml-pipeline,ml-pod-3,4.0,1.672,1.0,0.314
2024-01-27,cluster-prod-2,data-ingestion,ingest-pod-1,1.0,0.693,4.0,2.609
2024-01-27,cluster-dev-1,data-ingestion,ingest-pod-2,1.5,1.039,8.0,2.151
2024-01-27,cluster-prod-2,dev-testing,dev-pod-1,0.5,0.077,4.0,2.876
2024-01-27,cluster-dev-1,dev-testing,dev-pod-2,1.0,0.664,1.0,0.737
2024-01-27,cluster-prod-2,dev-testing,dev-pod-3,2.0,0.677,0.5,0.232
2024-01-27,cluster-prod-2,staging,stage-pod-1,1.5,0.533,0.5,0.359
2024-01-27,cluster-prod-1,staging,stage-pod-2,4.0,2.364,0.5,0.135
2024-01-27,cluster-prod-1,logging,log-pod-1,1.0,0.33,4.0,2.561
2024-01-27,cluster-prod-1,logging,log-pod-2,4.0,2.001,1.0,0.528
2024-01-27,cluster-prod-1,monitoring,monitor-pod-1,1.5,0.535,4.0,2.195
2024-01-27,cluster-prod-2,monitoring,monitor-pod-2,2.0,1.348,2.0,0.893
2024-01-28,cluster-prod-1,payment-service,pay-pod-1,0.5,0.358,2.0,1.361
2024-01-28,cluster-prod-1,payment-service,pay-pod-2,1.0,0.496,8.0,2.17
2024-01-28,cluster-prod-1,payment-service,pay-pod-3,4.0,1.143,2.0,1.114
2024-01-28,cluster-dev-1,user-auth,auth-pod-1,2.0,1.04,2.0,1.039
2024-01-28,cluster-prod-2,user-auth,auth-pod-2,1.0,0.624,8.0,2.782
2024-01-28,cluster-dev-1,product-catalog,catalog-pod-1,0.5,0.085,1.0,0.459
2024-01-28,cluster-prod-1,product-catalog,catalog-pod-2,1.0,0.18,4.0,0.865
2024-01-28,cluster-prod-2,product-catalog,catalog-pod-3,4.0,2.074,0.5,0.141
2024-01-28,cluster-dev-1,order-management,order-pod-1,1.0,0.644,0.5,0.123
2024-01-28,cluster-prod-2,order-management,order-pod-2,4.0,2.505,0.5,0.198
2024-01-28,cluster-prod-1,inventory,inv-pod-1,4.0,0.803,0.5,0.208
2024-01-28,cluster-prod-1,inventory,inv-pod-2,1.5,0.424,8.0,4.367
2024-01-28,cluster-prod-2,inventory,inv-pod-3,1.5,0.928,8.0,2.58
2024-01-28,cluster-prod-2,notification-service,notif-pod-1,4.0,2.841,0.5,0.226
2024-01-28,cluster-prod-2,notification-service,notif-pod-2,1.0,0.712,1.0,0.445
2024-01-28,cluster-prod-1,analytics,analytics-pod-1,1.5,0.816,1.0,0.399
2024-01-28,cluster-dev-1,analytics,analytics-pod-2,4.0,1.138,4.0,1.079
2024-01-28,cluster-dev-1,reporting,report-pod-1,1.5,0.265,2.0,0.492
2024-01-28,cluster-prod-1,reporting,report-pod-2,2.0,0.961,1.0,0.7
2024-01-28,cluster-dev-1,ml-pipeline,ml-pod-1,4.0,1.496,2.0,1.555
2024-01-28,cluster-prod-1,ml-pipeline,ml-pod-2,2.0,0.796,1.0,0.523
2024-01-28,cluster-prod-1,ml-pipeline,ml-pod-3,2.0,0.968,4.0,2.977
2024-01-28,cluster-dev-1,data-ingestion,ingest-pod-1,1.0,0.251,8.0,5.009
2024-01-28,cluster-dev-1,data-ingestion,ingest-pod-2,1.5,0.461,8.0,5.615
2024-01-28,cluster-dev-1,dev-testing,dev-pod-1,2.0,1.4,1.0,0.39
2024-01-28,cluster-prod-1,dev-testing,dev-pod-2,1.0,0.339,1.0,0.606
2024-01-28,cluster-prod-2,dev-testing,dev-pod-3,2.0,0.833,8.0,4.759
2024-01-28,cluster-dev-1,staging,stage-pod-1,1.0,0.292,4.0,1.71
2024-01-28,cluster-prod-1,staging,stage-pod-2,1.0,0.657,1.0,0.508
2024-01-28,cluster-prod-2,logging,log-pod-1,1.0,0.494,2.0,1.071
2024-01-28,cluster-prod-1,logging,log-pod-2,1.5,0.867,4.0,1.578
2024-01-28,cluster-prod-2,monitoring,monitor-pod-1,0.5,0.138,2.0,1.536
